"Assay","R.squared","Slope","Intercept","Low.95","LOD","LOQ","rep2.LOD","rep3.LOD","rep4.LOD","rep5.LOD","rep8.LOD"
"Khapra",0.997860834888956,-3.5263893824952,8.39210333503239,5.7166000821951e-09,1.39276639184404e-09,1.39276639184404e-09,7.80492630576009e-10,6.11961206648126e-10,5.26549291401905e-10,4.72424461041773e-10,3.81014328510272e-10
